graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,feat_feature_04,X,Y,Z
0,0,0,True,False,False,1.0,0.0,0.0,0.0,0.0,314.426237,53.955115,-1.5
0,1,0,True,False,False,0.0,0.0,0.0,1.0,0.0,355.176237,43.455115,10.5
0,2,0,True,False,False,0.0,0.0,0.0,1.0,0.0,371.676235,12.705115,10.5
0,3,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.176235,27.705115,13.5
0,4,0,True,False,False,0.0,0.0,0.0,1.0,0.0,384.176237,-27.794885,19.5
0,5,0,True,False,False,0.0,0.0,0.0,1.0,0.0,379.176237,-28.544885,7.5
0,6,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.176235,27.705115,16.5
0,7,0,True,False,False,1.0,0.0,0.0,0.0,0.0,353.426236,43.455115,-1.5
0,8,0,True,False,False,0.0,0.0,0.0,1.0,0.0,371.676235,27.705115,13.5
0,9,0,True,False,False,0.0,0.0,0.0,1.0,0.0,372.426235,-2.294885,10.5
0,10,0,True,False,False,0.0,0.0,0.0,1.0,0.0,340.176237,43.455115,10.5
0,11,0,True,False,False,0.0,0.0,0.0,1.0,0.0,360.176237,42.705115,10.5
0,12,0,True,False,False,0.0,0.0,0.0,1.0,0.0,335.176237,53.205115,13.5
0,13,0,True,False,False,0.0,1.0,0.0,0.0,0.0,372.676235,17.705115,3.0
0,14,0,True,False,False,0.0,0.0,0.0,1.0,0.0,350.176237,43.455115,13.5
0,15,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,17.705115,7.5
0,16,0,True,False,False,0.0,0.0,0.0,1.0,0.0,374.176237,-18.794885,7.5
0,17,0,True,False,False,0.0,0.0,0.0,1.0,0.0,372.426235,27.705115,10.5
0,18,0,True,False,False,0.0,0.0,0.0,1.0,0.0,362.676235,-2.294885,19.5
0,19,0,True,False,False,1.0,0.0,0.0,0.0,0.0,361.926235,-28.544885,-1.5
0,20,0,True,False,False,0.0,0.0,0.0,1.0,0.0,355.176237,44.205115,19.5
0,21,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.176235,7.705115,10.5
0,22,0,True,False,False,0.0,0.0,0.0,1.0,0.0,373.176235,-7.294885,19.5
0,23,0,True,False,False,1.0,0.0,0.0,0.0,0.0,361.926235,17.705115,-1.5
0,24,0,True,False,False,0.0,0.0,0.0,1.0,0.0,362.676235,-2.294885,16.5
0,25,0,True,False,False,0.0,0.0,0.0,1.0,0.0,399.176237,-28.544885,7.5
0,26,0,True,False,False,0.0,0.0,0.0,1.0,0.0,404.176237,-17.294885,13.5
0,27,0,True,False,False,0.0,0.0,0.0,1.0,0.0,340.176237,53.205115,16.5
0,28,0,True,False,False,1.0,0.0,0.0,0.0,0.0,389.176237,-28.544885,-1.5
0,29,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,32.705115,19.5
0,30,0,True,False,False,0.0,0.0,0.0,1.0,0.0,399.176237,-18.794885,16.5
0,31,0,True,False,False,0.0,0.0,0.0,1.0,0.0,372.426235,32.705115,7.5
0,32,0,True,False,False,0.0,0.0,0.0,1.0,0.0,360.176237,42.705115,19.5
0,33,0,True,False,False,1.0,0.0,0.0,0.0,0.0,372.426235,-10.044885,-1.5
0,34,0,True,False,False,0.0,0.0,0.0,1.0,0.0,394.176237,-18.044885,19.5
0,35,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,27.705115,7.5
0,36,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,2.705115,13.5
0,37,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,12.705115,7.5
0,38,0,True,False,False,0.0,0.0,0.0,1.0,0.0,384.176237,-18.044885,7.5
0,39,0,True,False,False,0.0,0.0,0.0,1.0,0.0,379.176237,-27.794885,16.5
0,40,0,True,False,False,0.0,0.0,0.0,1.0,0.0,372.426235,12.705115,19.5
0,41,0,True,False,False,0.0,1.0,0.0,0.0,0.0,335.176237,43.205115,3.0
0,42,0,True,False,False,0.0,0.0,0.0,1.0,0.0,340.176237,44.205115,16.5
0,43,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,27.705115,10.5
0,44,0,True,False,False,0.0,0.0,0.0,1.0,0.0,384.176237,-28.544885,13.5
0,45,0,True,False,False,0.0,0.0,0.0,1.0,0.0,389.176237,-28.544885,16.5
0,46,0,True,False,False,0.0,0.0,0.0,1.0,0.0,345.176237,42.705115,13.5
0,47,0,True,False,False,1.0,0.0,0.0,0.0,0.0,335.176237,53.955115,-1.5
0,48,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.176235,7.705115,13.5
0,49,0,True,False,False,0.0,0.0,0.0,1.0,0.0,394.176237,-17.294885,13.5
0,50,0,True,False,False,0.0,0.0,0.0,1.0,0.0,372.426235,22.705115,16.5
0,51,0,True,False,False,0.0,1.0,0.0,0.0,0.0,379.176237,-28.794885,3.0
0,52,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,7.705115,16.5
0,53,0,True,False,False,0.0,1.0,0.0,0.0,0.0,409.176237,-17.794885,4.5
0,54,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,32.705115,13.5
0,55,0,True,False,False,0.0,0.0,0.0,1.0,0.0,384.176237,-18.044885,19.5
0,56,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.176235,32.705115,7.5
0,57,0,True,False,False,0.0,0.0,0.0,0.0,1.0,421.176237,-23.294885,12.0
0,58,0,True,False,False,0.0,0.0,0.0,1.0,0.0,362.676235,32.705115,10.5
0,59,0,True,False,False,1.0,0.0,0.0,0.0,0.0,372.426235,27.705115,-1.5
0,60,0,True,False,False,0.0,0.0,0.0,1.0,0.0,350.176237,43.455115,16.5
0,61,0,True,False,False,0.0,0.0,0.0,1.0,0.0,404.176237,-27.794885,19.5
0,62,0,True,False,False,0.0,0.0,0.0,1.0,0.0,371.676235,17.705115,16.5
0,63,0,True,False,False,0.0,0.0,0.0,1.0,0.0,372.426235,22.705115,7.5
0,64,0,True,False,False,1.0,0.0,0.0,0.0,0.0,399.176237,-18.044885,-1.5
0,65,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.176235,-2.294885,10.5
0,66,0,True,False,False,0.0,0.0,0.0,1.0,0.0,394.176237,-28.544885,19.5
0,67,0,True,False,False,1.0,0.0,0.0,0.0,0.0,345.176237,43.455115,-1.5
0,68,0,True,False,False,0.0,0.0,0.0,1.0,0.0,372.426235,7.705115,16.5
0,69,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,-7.294885,16.5
0,70,0,True,False,False,0.0,0.0,0.0,1.0,0.0,389.176237,-27.794885,10.5
0,71,0,True,False,False,0.0,0.0,0.0,1.0,0.0,335.176237,54.705115,7.5
0,72,0,True,False,False,0.0,0.0,0.0,1.0,0.0,361.926235,17.705115,10.5
0,73,0,True,False,False,0.0,0.0,0.0,1.0,0.0,372.426235,32.705115,13.5
0,74,0,True,False,False,0.0,0.0,0.0,1.0,0.0,379.176237,-28.544885,10.5
0,75,0,True,False,False,0.0,1.0,0.0,0.0,0.0,345.176237,54.205115,3.0
0,76,0,True,False,False,0.0,0.0,0.0,1.0,0.0,345.176237,53.955115,10.5
